soil_type,crop_type,irrigation_type,yield_per_acre
alluvial,cantaloupe,basin,2.0
alluvial,cantaloupe,rainfed,2.0
alluvial,soybean,drip,2.0
alluvial,soybean,sprinkler,2.0
alluvial,soybean,flood,2.0
alluvial,soybean,furrow,2.0
alluvial,soybean,basin,2.0
alluvial,soybean,rainfed,2.0
alluvial,broccoli,drip,2.0
alluvial,broccoli,sprinkler,2.0
alluvial,broccoli,flood,2.0
alluvial,broccoli,furrow,2.0
alluvial,broccoli,basin,2.0
alluvial,broccoli,rainfed,2.0
alluvial,cabbage,drip,2.0
alluvial,cabbage,sprinkler,2.0
alluvial,cabbage,flood,2.0
alluvial,cabbage,furrow,2.0
alluvial,cabbage,basin,2.0
alluvial,cabbage,rainfed,2.0
alluvial,tomatoes,drip,2.0
alluvial,tomatoes,sprinkler,2.0
alluvial,tomatoes,flood,2.0
alluvial,tomatoes,furrow,2.0
alluvial,tomatoes,basin,2.0
alluvial,tomatoes,rainfed,2.0
alluvial,onions,drip,2.0
alluvial,onions,sprinkler,2.0
alluvial,onions,flood,2.0
alluvial,onions,furrow,2.0
alluvial,onions,basin,2.0
alluvial,onions,rainfed,2.0
alluvial,garlic,drip,2.0
alluvial,garlic,sprinkler,2.0
alluvial,garlic,flood,2.0
alluvial,garlic,furrow,2.0
alluvial,garlic,basin,2.0
alluvial,garlic,rainfed,2.0
alluvial,peppers,drip,2.0
alluvial,peppers,sprinkler,2.0
alluvial,peppers,flood,2.0
alluvial,peppers,furrow,2.0
alluvial,peppers,basin,2.0
alluvial,peppers,rainfed,2.0
alluvial,lettuce,drip,2.0
alluvial,lettuce,sprinkler,2.0
alluvial,lettuce,flood,2.0
alluvial,lettuce,furrow,2.0
alluvial,lettuce,basin,2.0
alluvial,lettuce,rainfed,2.0
alluvial,celery,drip,2.0
alluvial,celery,sprinkler,2.0
alluvial,celery,flood,2.0
alluvial,celery,furrow,2.0
alluvial,celery,basin,2.0
alluvial,celery,rainfed,2.0
alluvial,barley,drip,2.0
alluvial,barley,sprinkler,2.0
alluvial,barley,flood,2.0
alluvial,barley,furrow,2.0
alluvial,barley,basin,2.0
alluvial,barley,rainfed,2.0
alluvial,beet,drip,2.0
alluvial,beet,sprinkler,2.0
alluvial,beet,flood,2.0
alluvial,beet,furrow,2.0
alluvial,beet,basin,2.0
alluvial,beet,rainfed,2.0
alluvial,spinach,drip,2.0
alluvial,spinach,sprinkler,2.0
alluvial,spinach,flood,2.0
alluvial,spinach,furrow,2.0
alluvial,spinach,basin,2.0
alluvial,spinach,rainfed,2.0
alluvial,millets,drip,2.0
alluvial,millets,sprinkler,2.0
alluvial,millets,flood,2.0
alluvial,millets,furrow,2.0
alluvial,millets,basin,2.0
alluvial,millets,rainfed,2.0
alluvial,groundnut,drip,2.0
alluvial,groundnut,sprinkler,2.0
alluvial,groundnut,flood,2.0
alluvial,groundnut,furrow,2.0
alluvial,groundnut,basin,2.0
alluvial,groundnut,rainfed,2.0
alluvial,cashew,drip,2.0
alluvial,cashew,sprinkler,2.0
alluvial,cashew,flood,2.0
alluvial,cashew,furrow,2.0
alluvial,cashew,basin,2.0
alluvial,cashew,rainfed,2.0
alluvial,pineapple,drip,2.0
alluvial,pineapple,sprinkler,2.0
alluvial,pineapple,flood,2.0
alluvial,pineapple,furrow,2.0
alluvial,pineapple,basin,2.0
alluvial,pineapple,rainfed,2.0
alluvial,tea,drip,2.0
alluvial,tea,sprinkler,2.0
alluvial,tea,flood,2.0
alluvial,tea,furrow,2.0
alluvial,tea,basin,2.0
alluvial,tea,rainfed,2.0
alluvial,coffee,drip,2.0
alluvial,coffee,sprinkler,2.0
alluvial,coffee,flood,2.0
alluvial,coffee,furrow,2.0
alluvial,coffee,basin,2.0
alluvial,coffee,rainfed,2.0
alluvial,sunflower,drip,2.0
alluvial,sunflower,sprinkler,2.0
alluvial,sunflower,flood,2.0
alluvial,sunflower,furrow,2.0
alluvial,sunflower,basin,2.0
alluvial,sunflower,rainfed,2.0
alluvial,jute,drip,2.0
alluvial,jute,sprinkler,2.0
alluvial,jute,flood,2.0
alluvial,jute,furrow,2.0
alluvial,jute,basin,2.0
alluvial,jute,rainfed,2.0
alluvial,sugarcane,drip,2.0
alluvial,sugarcane,sprinkler,2.0
alluvial,sugarcane,flood,2.0
alluvial,sugarcane,furrow,2.0
alluvial,sugarcane,basin,2.0
alluvial,sugarcane,rainfed,2.0
alluvial,sugar beet,drip,2.0
alluvial,sugar beet,sprinkler,2.0
alluvial,sugar beet,flood,2.0
alluvial,sugar beet,furrow,2.0
alluvial,sugar beet,basin,2.0
alluvial,sugar beet,rainfed,2.0
saline,wheat,drip,2.0
saline,wheat,sprinkler,2.0
saline,wheat,flood,2.0
saline,wheat,furrow,2.0
saline,wheat,basin,2.0
saline,wheat,rainfed,2.0
saline,rice,drip,2.0
saline,rice,sprinkler,2.0
saline,rice,flood,2.0
saline,rice,furrow,2.0
saline,rice,basin,2.0
saline,rice,rainfed,2.0
saline,cotton,drip,2.0
saline,cotton,sprinkler,2.0
saline,cotton,flood,2.0
saline,cotton,furrow,2.0
saline,cotton,basin,2.0
saline,cotton,rainfed,2.0
saline,vegetables,drip,2.0
saline,vegetables,sprinkler,2.0
saline,vegetables,flood,2.0
saline,vegetables,furrow,2.0
saline,vegetables,basin,2.0
saline,vegetables,rainfed,2.0
saline,pulses,drip,2.0
saline,pulses,sprinkler,2.0
saline,pulses,flood,2.0
saline,pulses,furrow,2.0
saline,pulses,basin,2.0
saline,pulses,rainfed,2.0
saline,peanuts,drip,2.0
saline,peanuts,sprinkler,2.0
saline,peanuts,flood,2.0
saline,peanuts,furrow,2.0
saline,peanuts,basin,2.0
saline,peanuts,rainfed,2.0
saline,watermelon,drip,2.0
saline,watermelon,sprinkler,2.0
saline,watermelon,flood,2.0
saline,watermelon,furrow,2.0
saline,watermelon,basin,2.0
saline,watermelon,rainfed,2.0
saline,potatoes,drip,2.0
saline,potatoes,sprinkler,2.0
saline,potatoes,flood,2.0
saline,potatoes,furrow,2.0
saline,potatoes,basin,2.0
saline,potatoes,rainfed,2.0
saline,carrots,drip,2.0
saline,carrots,sprinkler,2.0
saline,carrots,flood,2.0
saline,carrots,furrow,2.0
saline,carrots,basin,2.0
saline,carrots,rainfed,2.0
saline,cantaloupe,drip,2.0
saline,cantaloupe,sprinkler,2.0
saline,cantaloupe,flood,2.0
saline,cantaloupe,furrow,2.0
saline,cantaloupe,basin,2.0
saline,cantaloupe,rainfed,2.0
saline,soybean,drip,2.0
saline,soybean,sprinkler,2.0
saline,soybean,flood,2.0
saline,soybean,furrow,2.0
saline,soybean,basin,2.0
saline,soybean,rainfed,2.0
saline,broccoli,drip,2.0
saline,broccoli,sprinkler,2.0
saline,broccoli,flood,2.0
saline,broccoli,furrow,2.0
saline,broccoli,basin,2.0
saline,broccoli,rainfed,2.0
saline,cabbage,drip,2.0
saline,cabbage,sprinkler,2.0
saline,cabbage,flood,2.0
saline,cabbage,furrow,2.0
saline,cabbage,basin,2.0
saline,cabbage,rainfed,2.0
saline,tomatoes,drip,2.0
saline,tomatoes,sprinkler,2.0
saline,tomatoes,flood,2.0
saline,tomatoes,furrow,2.0
saline,tomatoes,basin,2.0
saline,tomatoes,rainfed,2.0
saline,onions,drip,2.0
saline,onions,sprinkler,2.0
saline,onions,flood,2.0
saline,onions,furrow,2.0
saline,onions,basin,2.0
saline,onions,rainfed,2.0
saline,garlic,drip,2.0
saline,garlic,sprinkler,2.0
saline,garlic,flood,2.0
saline,garlic,furrow,2.0
saline,garlic,basin,2.0
saline,garlic,rainfed,2.0
saline,peppers,drip,2.0
saline,peppers,sprinkler,2.0
saline,peppers,flood,2.0
saline,peppers,furrow,2.0
saline,peppers,basin,2.0
saline,peppers,rainfed,2.0
saline,lettuce,drip,2.0
saline,lettuce,sprinkler,2.0
saline,lettuce,flood,2.0
saline,lettuce,furrow,2.0
saline,lettuce,basin,2.0
saline,lettuce,rainfed,2.0
saline,celery,drip,2.0
saline,celery,sprinkler,2.0
saline,celery,flood,2.0
saline,celery,furrow,2.0
saline,celery,basin,2.0
saline,celery,rainfed,2.0
saline,barley,drip,2.0
saline,barley,sprinkler,2.0
saline,barley,flood,2.0
saline,barley,furrow,2.0
saline,barley,basin,2.0
saline,barley,rainfed,2.0
saline,beet,drip,2.0
saline,beet,sprinkler,2.0
saline,beet,flood,2.0
saline,beet,furrow,2.0
saline,beet,basin,2.0
saline,beet,rainfed,2.0
saline,spinach,drip,2.0
saline,spinach,sprinkler,2.0
saline,spinach,flood,2.0
saline,spinach,furrow,2.0
saline,spinach,basin,2.0
saline,spinach,rainfed,2.0
saline,millets,drip,2.0
saline,millets,sprinkler,2.0
saline,millets,flood,2.0
saline,millets,furrow,2.0
saline,millets,basin,2.0
saline,millets,rainfed,2.0
saline,groundnut,drip,2.0
saline,groundnut,sprinkler,2.0
saline,groundnut,flood,2.0
saline,groundnut,furrow,2.0
saline,groundnut,basin,2.0
saline,groundnut,rainfed,2.0
saline,cashew,drip,2.0
saline,cashew,sprinkler,2.0
saline,cashew,flood,2.0
saline,cashew,furrow,2.0
saline,cashew,basin,2.0
saline,cashew,rainfed,2.0
saline,pineapple,drip,2.0
saline,pineapple,sprinkler,2.0
saline,pineapple,flood,2.0
saline,pineapple,furrow,2.0
saline,pineapple,basin,2.0
saline,pineapple,rainfed,2.0
saline,tea,drip,2.0
saline,tea,sprinkler,2.0
saline,tea,flood,2.0
saline,tea,furrow,2.0
saline,tea,basin,2.0
saline,tea,rainfed,2.0
saline,coffee,drip,2.0
saline,coffee,sprinkler,2.0
saline,coffee,flood,2.0
saline,coffee,furrow,2.0
saline,coffee,basin,2.0
saline,coffee,rainfed,2.0
saline,sunflower,drip,2.0
saline,sunflower,sprinkler,2.0
saline,sunflower,flood,2.0
saline,sunflower,furrow,2.0
saline,sunflower,basin,2.0
saline,sunflower,rainfed,2.0
saline,jute,drip,2.0
saline,jute,sprinkler,2.0
saline,jute,flood,2.0
saline,jute,furrow,2.0
saline,jute,basin,2.0
saline,jute,rainfed,2.0
saline,sugarcane,drip,2.0
saline,sugarcane,sprinkler,2.0
saline,sugarcane,flood,2.0
saline,sugarcane,furrow,2.0
saline,sugarcane,basin,2.0
saline,sugarcane,rainfed,2.0
saline,sugar beet,drip,2.0
saline,sugar beet,sprinkler,2.0
saline,sugar beet,flood,2.0
saline,sugar beet,furrow,2.0
saline,sugar beet,basin,2.0
saline,sugar beet,rainfed,2.0
peaty,wheat,drip,2.0
peaty,wheat,sprinkler,2.0
peaty,wheat,flood,2.0
peaty,wheat,furrow,2.0
peaty,wheat,basin,2.0
peaty,wheat,rainfed,2.0
peaty,rice,drip,2.0
peaty,rice,sprinkler,2.0
peaty,rice,flood,2.0
peaty,rice,furrow,2.0
peaty,rice,basin,2.0
peaty,rice,rainfed,2.0
peaty,cotton,drip,2.0
peaty,cotton,sprinkler,2.0
peaty,cotton,flood,2.0
peaty,cotton,furrow,2.0
peaty,cotton,basin,2.0
peaty,cotton,rainfed,2.0
peaty,vegetables,drip,2.0
peaty,vegetables,sprinkler,2.0
peaty,vegetables,flood,2.0
peaty,vegetables,furrow,2.0
peaty,vegetables,basin,2.0
peaty,vegetables,rainfed,2.0
peaty,pulses,drip,2.0
peaty,pulses,sprinkler,2.0
peaty,pulses,flood,2.0
peaty,pulses,furrow,2.0
peaty,pulses,basin,2.0
peaty,pulses,rainfed,2.0
peaty,peanuts,drip,2.0
peaty,peanuts,sprinkler,2.0
peaty,peanuts,flood,2.0
peaty,peanuts,furrow,2.0
peaty,peanuts,basin,2.0
peaty,peanuts,rainfed,2.0
peaty,watermelon,drip,2.0
peaty,watermelon,sprinkler,2.0
peaty,watermelon,flood,2.0
peaty,watermelon,furrow,2.0
peaty,watermelon,basin,2.0
peaty,watermelon,rainfed,2.0
peaty,potatoes,drip,2.0
peaty,potatoes,sprinkler,2.0
peaty,potatoes,flood,2.0
peaty,potatoes,furrow,2.0
peaty,potatoes,basin,2.0
peaty,potatoes,rainfed,2.0
peaty,carrots,drip,2.0
peaty,carrots,sprinkler,2.0
peaty,carrots,flood,2.0
peaty,carrots,furrow,2.0
peaty,carrots,basin,2.0
peaty,carrots,rainfed,2.0
peaty,cantaloupe,drip,2.0
peaty,cantaloupe,sprinkler,2.0
peaty,cantaloupe,flood,2.0
peaty,cantaloupe,furrow,2.0
peaty,cantaloupe,basin,2.0
peaty,cantaloupe,rainfed,2.0
peaty,soybean,drip,2.0
peaty,soybean,sprinkler,2.0
peaty,soybean,flood,2.0
peaty,soybean,furrow,2.0
peaty,soybean,basin,2.0
peaty,soybean,rainfed,2.0
peaty,broccoli,drip,2.0
peaty,broccoli,sprinkler,2.0
peaty,broccoli,flood,2.0
peaty,broccoli,furrow,2.0
peaty,broccoli,basin,2.0
peaty,broccoli,rainfed,2.0
peaty,cabbage,drip,2.0
peaty,cabbage,sprinkler,2.0
peaty,cabbage,flood,2.0
peaty,cabbage,furrow,2.0
peaty,cabbage,basin,2.0
peaty,cabbage,rainfed,2.0
peaty,tomatoes,drip,2.0
peaty,tomatoes,sprinkler,2.0
peaty,tomatoes,flood,2.0
peaty,tomatoes,furrow,2.0
peaty,tomatoes,basin,2.0
peaty,tomatoes,rainfed,2.0
peaty,onions,drip,2.0
peaty,onions,sprinkler,2.0
peaty,onions,flood,2.0
peaty,onions,furrow,2.0
peaty,onions,basin,2.0
peaty,onions,rainfed,2.0
peaty,garlic,drip,2.0
peaty,garlic,sprinkler,2.0
peaty,garlic,flood,2.0
peaty,garlic,furrow,2.0
peaty,garlic,basin,2.0
peaty,garlic,rainfed,2.0
peaty,peppers,drip,2.0
peaty,peppers,sprinkler,2.0
peaty,peppers,flood,2.0
peaty,peppers,furrow,2.0
peaty,peppers,basin,2.0
peaty,peppers,rainfed,2.0
peaty,lettuce,drip,2.0
peaty,lettuce,sprinkler,2.0
peaty,lettuce,flood,2.0
peaty,lettuce,furrow,2.0
peaty,lettuce,basin,2.0
peaty,lettuce,rainfed,2.0
peaty,celery,drip,2.0
peaty,celery,sprinkler,2.0
peaty,celery,flood,2.0
peaty,celery,furrow,2.0
peaty,celery,basin,2.0
peaty,celery,rainfed,2.0
peaty,barley,drip,2.0
peaty,barley,sprinkler,2.0
peaty,barley,flood,2.0
peaty,barley,furrow,2.0
peaty,barley,basin,2.0
peaty,barley,rainfed,2.0
peaty,beet,drip,2.0
peaty,beet,sprinkler,2.0
peaty,beet,flood,2.0
peaty,beet,furrow,2.0
peaty,beet,basin,2.0
peaty,beet,rainfed,2.0
peaty,spinach,drip,2.0
peaty,spinach,sprinkler,2.0
peaty,spinach,flood,2.0
peaty,spinach,furrow,2.0
peaty,spinach,basin,2.0
peaty,spinach,rainfed,2.0
peaty,millets,drip,2.0
peaty,millets,sprinkler,2.0
peaty,millets,flood,2.0
peaty,millets,furrow,2.0
peaty,millets,basin,2.0
peaty,millets,rainfed,2.0
peaty,groundnut,drip,2.0
peaty,groundnut,sprinkler,2.0
peaty,groundnut,flood,2.0
peaty,groundnut,furrow,2.0
peaty,groundnut,basin,2.0
peaty,groundnut,rainfed,2.0
peaty,cashew,drip,2.0
peaty,cashew,sprinkler,2.0
peaty,cashew,flood,2.0
peaty,cashew,furrow,2.0
peaty,cashew,basin,2.0
peaty,cashew,rainfed,2.0
peaty,pineapple,drip,2.0
peaty,pineapple,sprinkler,2.0
peaty,pineapple,flood,2.0
peaty,pineapple,furrow,2.0
peaty,pineapple,basin,2.0
peaty,pineapple,rainfed,2.0
peaty,tea,drip,2.0
peaty,tea,sprinkler,2.0
peaty,tea,flood,2.0
peaty,tea,furrow,2.0
peaty,tea,basin,2.0
peaty,tea,rainfed,2.0
peaty,coffee,drip,2.0
peaty,coffee,sprinkler,2.0
peaty,coffee,flood,2.0
peaty,coffee,furrow,2.0
peaty,coffee,basin,2.0
peaty,coffee,rainfed,2.0
peaty,sunflower,drip,2.0
peaty,sunflower,sprinkler,2.0
peaty,sunflower,flood,2.0
peaty,sunflower,furrow,2.0
peaty,sunflower,basin,2.0
peaty,sunflower,rainfed,2.0
peaty,jute,drip,2.0
peaty,jute,sprinkler,2.0
peaty,jute,flood,2.0
peaty,jute,furrow,2.0
peaty,jute,basin,2.0
peaty,jute,rainfed,2.0
peaty,sugarcane,drip,2.0
peaty,sugarcane,sprinkler,2.0
peaty,sugarcane,flood,2.0
peaty,sugarcane,furrow,2.0
peaty,sugarcane,basin,2.0
peaty,sugarcane,rainfed,2.0
peaty,sugar beet,drip,2.0
peaty,sugar beet,sprinkler,2.0
peaty,sugar beet,flood,2.0
peaty,sugar beet,furrow,2.0
peaty,sugar beet,basin,2.0
peaty,sugar beet,rainfed,2.0
mixed,wheat,drip,2.0
mixed,wheat,sprinkler,2.0
mixed,wheat,flood,2.0
mixed,wheat,furrow,2.0
mixed,wheat,basin,2.0
mixed,wheat,rainfed,2.0
mixed,rice,drip,2.0
mixed,rice,sprinkler,2.0
mixed,rice,flood,2.0
mixed,rice,furrow,2.0
mixed,rice,basin,2.0
mixed,rice,rainfed,2.0
mixed,cotton,drip,2.0
mixed,cotton,sprinkler,2.0
mixed,cotton,flood,2.0
mixed,cotton,furrow,2.0
mixed,cotton,basin,2.0
mixed,cotton,rainfed,2.0
mixed,vegetables,drip,2.0
mixed,vegetables,sprinkler,2.0
mixed,vegetables,flood,2.0
mixed,vegetables,furrow,2.0
mixed,vegetables,basin,2.0
mixed,vegetables,rainfed,2.0
mixed,pulses,drip,2.0
mixed,pulses,sprinkler,2.0
mixed,pulses,flood,2.0
mixed,pulses,furrow,2.0
mixed,pulses,basin,2.0
mixed,pulses,rainfed,2.0
mixed,peanuts,drip,2.0
mixed,peanuts,sprinkler,2.0
mixed,peanuts,flood,2.0
mixed,peanuts,furrow,2.0
mixed,peanuts,basin,2.0
mixed,peanuts,rainfed,2.0
mixed,watermelon,drip,2.0
mixed,watermelon,sprinkler,2.0
mixed,watermelon,flood,2.0
mixed,watermelon,furrow,2.0
mixed,watermelon,basin,2.0
mixed,watermelon,rainfed,2.0
mixed,potatoes,drip,2.0
mixed,potatoes,sprinkler,2.0
mixed,potatoes,flood,2.0
mixed,potatoes,furrow,2.0
mixed,potatoes,basin,2.0
mixed,potatoes,rainfed,2.0
mixed,carrots,drip,2.0
mixed,carrots,sprinkler,2.0
mixed,carrots,flood,2.0
mixed,carrots,furrow,2.0
mixed,carrots,basin,2.0
mixed,carrots,rainfed,2.0
mixed,cantaloupe,drip,2.0
mixed,cantaloupe,sprinkler,2.0
mixed,cantaloupe,flood,2.0
mixed,cantaloupe,furrow,2.0
mixed,cantaloupe,basin,2.0
mixed,cantaloupe,rainfed,2.0
mixed,soybean,drip,2.0
mixed,soybean,sprinkler,2.0
mixed,soybean,flood,2.0
mixed,soybean,furrow,2.0
mixed,soybean,basin,2.0
mixed,soybean,rainfed,2.0
mixed,broccoli,drip,2.0
mixed,broccoli,sprinkler,2.0
mixed,broccoli,flood,2.0
mixed,broccoli,furrow,2.0
mixed,broccoli,basin,2.0
mixed,broccoli,rainfed,2.0
mixed,cabbage,drip,2.0
mixed,cabbage,sprinkler,2.0
mixed,cabbage,flood,2.0
mixed,cabbage,furrow,2.0
mixed,cabbage,basin,2.0
mixed,cabbage,rainfed,2.0
mixed,tomatoes,drip,2.0
mixed,tomatoes,sprinkler,2.0
mixed,tomatoes,flood,2.0
mixed,tomatoes,furrow,2.0
mixed,tomatoes,basin,2.0
mixed,tomatoes,rainfed,2.0
mixed,onions,drip,2.0
mixed,onions,sprinkler,2.0
mixed,onions,flood,2.0
mixed,onions,furrow,2.0
mixed,onions,basin,2.0
mixed,onions,rainfed,2.0
mixed,garlic,drip,2.0
mixed,garlic,sprinkler,2.0
mixed,garlic,flood,2.0
mixed,garlic,furrow,2.0
mixed,garlic,basin,2.0
mixed,garlic,rainfed,2.0
mixed,peppers,drip,2.0
mixed,peppers,sprinkler,2.0
mixed,peppers,flood,2.0
mixed,peppers,furrow,2.0
mixed,peppers,basin,2.0
mixed,peppers,rainfed,2.0
mixed,lettuce,drip,2.0
mixed,lettuce,sprinkler,2.0
mixed,lettuce,flood,2.0
mixed,lettuce,furrow,2.0
mixed,lettuce,basin,2.0
mixed,lettuce,rainfed,2.0
mixed,celery,drip,2.0
mixed,celery,sprinkler,2.0
mixed,celery,flood,2.0
mixed,celery,furrow,2.0
mixed,celery,basin,2.0
mixed,celery,rainfed,2.0
mixed,barley,drip,2.0
mixed,barley,sprinkler,2.0
mixed,barley,flood,2.0
mixed,barley,furrow,2.0
mixed,barley,basin,2.0
mixed,barley,rainfed,2.0
mixed,beet,drip,2.0
mixed,beet,sprinkler,2.0
mixed,beet,flood,2.0
mixed,beet,furrow,2.0
mixed,beet,basin,2.0
mixed,beet,rainfed,2.0
mixed,spinach,drip,2.0
mixed,spinach,sprinkler,2.0
mixed,spinach,flood,2.0
mixed,spinach,furrow,2.0
mixed,spinach,basin,2.0
mixed,spinach,rainfed,2.0
mixed,millets,drip,2.0
mixed,millets,sprinkler,2.0
mixed,millets,flood,2.0
mixed,millets,furrow,2.0
mixed,millets,basin,2.0
mixed,millets,rainfed,2.0
mixed,groundnut,drip,2.0
mixed,groundnut,sprinkler,2.0
mixed,groundnut,flood,2.0
mixed,groundnut,furrow,2.0
mixed,groundnut,basin,2.0
mixed,groundnut,rainfed,2.0
mixed,cashew,drip,2.0
mixed,cashew,sprinkler,2.0
mixed,cashew,flood,2.0
mixed,cashew,furrow,2.0
mixed,cashew,basin,2.0
mixed,cashew,rainfed,2.0
mixed,pineapple,drip,2.0
mixed,pineapple,sprinkler,2.0
mixed,pineapple,flood,2.0
mixed,pineapple,furrow,2.0
mixed,pineapple,basin,2.0
mixed,pineapple,rainfed,2.0
mixed,tea,drip,2.0
mixed,tea,sprinkler,2.0
mixed,tea,flood,2.0
mixed,tea,furrow,2.0
mixed,tea,basin,2.0
mixed,tea,rainfed,2.0
mixed,coffee,drip,2.0
mixed,coffee,sprinkler,2.0
mixed,coffee,flood,2.0
mixed,coffee,furrow,2.0
mixed,coffee,basin,2.0
mixed,coffee,rainfed,2.0
mixed,sunflower,drip,2.0
mixed,sunflower,sprinkler,2.0
mixed,sunflower,flood,2.0
mixed,sunflower,furrow,2.0
mixed,sunflower,basin,2.0
mixed,sunflower,rainfed,2.0
mixed,jute,drip,2.0
mixed,jute,sprinkler,2.0
mixed,jute,flood,2.0
mixed,jute,furrow,2.0
mixed,jute,basin,2.0
mixed,jute,rainfed,2.0
mixed,sugarcane,drip,2.0
mixed,sugarcane,sprinkler,2.0
mixed,sugarcane,flood,2.0
mixed,sugarcane,furrow,2.0
mixed,sugarcane,basin,2.0
mixed,sugarcane,rainfed,2.0
mixed,sugar beet,drip,2.0
mixed,sugar beet,sprinkler,2.0
mixed,sugar beet,flood,2.0
mixed,sugar beet,furrow,2.0
mixed,sugar beet,basin,2.0
mixed,sugar beet,rainfed,2.0
